session_id,query,intent,slot_annotation
1404,八戒八戒缓团,music.play,<song>八戒八戒</song>缓团
1404,我要听西游记只爱你一万年,music.play,我要听<song>西游记只爱你一万年||大话西游之爱你一万年</song>
1404,我要听,music.play,我要听
1404,西游记之爱的一万年,music.play,<song>西游记之爱的一万年||大话西游之爱你一万年</song>
1405,绿色家园,navigation.navigation,<destination>绿色家园</destination>
1405,金色家园,navigation.navigation,<destination>金色家园</destination>
1405,马斌,OTHERS,马斌
1405,这次打电话,phone_call.make_a_phone_call,这次打电话
1406,是黄冈地区站,navigation.navigation,是<destination>黄冈地区站</destination>
1406,黄冈地区龙岗和高速路口,navigation.navigation,<destination>黄冈地区龙岗和高速路口</destination>
1406,黄冈地区,navigation.navigation,<destination>黄冈地区</destination>
1406,黄光地区龙岗和高速路口,navigation.navigation,<destination>黄光地区龙岗和高速路口</destination>
1406,黄冈地区龙感湖高速路口,navigation.navigation,<destination>黄冈地区龙感湖高速路口</destination>
1406,取消,navigation.cancel_navigation,取消
1407,小红,OTHERS,小红
1407,从乌鲁木齐,OTHERS,从乌鲁木齐
1407,刺儿,OTHERS,刺儿
1407,红颜,OTHERS,红颜
1407,呼叫,phone_call.make_a_phone_call,呼叫
1407,呼叫办世触晨平,phone_call.make_a_phone_call,呼叫<contact_name>办世触晨平</contact_name>
1407,我要去楚风酒楼,navigation.navigation,我要去<destination>楚风酒楼</destination>
1408,张磊,music.play,<singer>张磊</singer>
1408,汽车站,OTHERS,汽车站
1408,高唐汽车站,navigation.navigation,<destination>高唐汽车站</destination>
1408,打电话,phone_call.make_a_phone_call,打电话
1409,取消,OTHERS,取消
1409,来首刘德华的歌,music.play,来首<singer>刘德华</singer>的歌
1409,去羊台山,navigation.navigation,去<destination>羊台山</destination>
1409,叮当关闭网络的无线网络,OTHERS,叮当关闭网络的无线网络
1410,襄阳市,navigation.navigation,<destination>襄阳市</destination>
1410,你电话换了个名字,OTHERS,你电话换了个名字
1410,打电话,phone_call.make_a_phone_call,打电话
1410,好打电话给谁有接电话你说她会想,OTHERS,好打电话给谁有接电话你说她会想
1411,导航,navigation.open,导航
1411,北京,navigation.navigation,<destination>北京</destination>
1411,贵州江口,navigation.navigation,<destination>贵州江口</destination>
1411,贵州江口,navigation.navigation,<destination>贵州江口</destination>
1411,贵阳市,navigation.navigation,<destination>贵阳市</destination>
1411,贵阳市,navigation.navigation,<destination>贵阳市</destination>
1411,贵州省江口县客运站,navigation.navigation,<destination>贵州省江口县客运站</destination>
1411,贵州省江口县,navigation.navigation,<destination>贵州省江口县</destination>
1411,湾塘,navigation.navigation,<destination>湾塘</destination>
1411,小湾塘,navigation.navigation,<destination>小湾塘</destination>
1411,取消,navigation.cancel_navigation,取消
1411,鹤浦镇小湾塘,navigation.navigation,<destination>鹤浦镇小湾塘</destination>
1412,宝宝,OTHERS,宝宝
1412,经典的倒数,OTHERS,经典的倒数
1412,播放音乐,music.play,播放音乐
1412,唱歌,music.play,唱歌
1412,关闭音乐,music.pause,关闭音乐
1412,金淼,OTHERS,金淼
1412,自己,music.play,<song>自己</song>
1412,你个b2逼,OTHERS,你个b2逼
1412,关滨,OTHERS,关滨
1412,周岭,OTHERS,周岭
1413,我要去安顺,navigation.navigation,我要去<destination>安顺</destination>
1413,播放下一首音乐,music.next,播放下一首音乐
1413,新月,OTHERS,新月
1413,这么快回来了,OTHERS,这么快回来了
1413,好的,OTHERS,好的
1414,我要去贵州省息烽县,navigation.navigation,我要去<destination>贵州省息烽县</destination>
1414,啊十天了先把你衣服啊,OTHERS,啊十天了先把你衣服啊
1414,我要去贵州省兴仁县,navigation.navigation,我要去<destination>贵州省兴仁县</destination>
1414,第2个,OTHERS,第2个
1415,莲花县台乡迁安支公司,navigation.navigation,<destination>莲花县台乡迁安支公司</destination>
1415,我要去宣化县湘情人家有限公司,navigation.navigation,我要去<destination>宣化县湘情人家有限公司</destination>
1415,取消,navigation.cancel_navigation,取消
1416,我要去中北花园,navigation.navigation,我要去<destination>中北花园</destination>
1416,中平花园,navigation.navigation,<destination>中平花园</destination>
1416,打电话又处理了,phone_call.make_a_phone_call,打电话又处理了
1416,配答案下摆变白嫩上面挂了半天,OTHERS,配答案下摆变白嫩上面挂了半天
1416,我也不知道啊,OTHERS,我也不知道啊
1417,呃我要听体面这首歌,music.play,呃我要听<song>体面</song>这首歌
1417,我要听光辉岁月,music.play,我要听<song>光辉岁月</song>
1417,我想听一生所爱,music.play,我想听<song>一生所爱</song>
1418,我要听歌,music.play,我要听歌
1418,我想听东方红,music.play,我想听<song>东方红</song>
1418,你好叮当,OTHERS,你好叮当
1418,我想听歌,music.play,我想听歌
1418,我给你改个名字叫,OTHERS,我给你改个名字叫
1418,我给你改个名字叫甜甜吧,OTHERS,我给你改个名字叫甜甜吧
1418,以后就会喊你好甜的,OTHERS,以后就会喊你好甜的
1418,你好叮当,OTHERS,你好叮当
1419,播放刘潇的歌曲,music.play,播放<singer>刘潇</singer>的歌曲
1419,播放刘翔的歌曲,music.play,播放<singer>刘翔</singer>的歌曲
1419,播放刘潇的歌曲,music.play,播放<singer>刘潇</singer>的歌曲
1420,打电话给13900009468,phone_call.make_a_phone_call,打电话给<phone_num>13900009468</phone_num>
1420,我要去,navigation.navigation,我要去
1420,沈雷,OTHERS,沈雷
1420,沙公路,navigation.navigation,<destination>沙公路</destination>
1421,播放一首秋天不回来,music.play,播放一首<song>秋天不回来</song>
1421,播放王强的秋天不回来,music.play,播放<singer>王强</singer>的<song>秋天不回来</song>
1421,播放王强的秋天不回来,music.play,播放<singer>王强</singer>的<song>秋天不回来</song>
1421,张骥,OTHERS,张骥
1421,叨叨,OTHERS,叨叨
1421,张解,OTHERS,张解
1421,娜,OTHERS,娜
1422,我要听鸿雁,music.play,我要听<song>鸿雁</song>
1422,朱孝远,OTHERS,朱孝远
1422,我要听鸿雁,music.play,我要听<song>鸿雁</song>
1422,我要听鸿雁播放鸿雁,music.play,我要听<song>鸿雁</song>播放<song>鸿雁</song>
1423,万都装饰城,navigation.navigation,<destination>万都装饰城</destination>
1423,一壶老酒,music.play,<song>一壶老酒</song>
1423,打电话,phone_call.make_a_phone_call,打电话
1424,拨打曹千万电话,phone_call.make_a_phone_call,拨打<contact_name>曹千万</contact_name>电话
1424,取消,phone_call.cancel,取消
1424,取消导航,navigation.cancel_navigation,取消导航
1424,打开收音机,OTHERS,打开收音机
1425,我要导航去安顺,navigation.navigation,我要导航去<destination>安顺</destination>
1425,给我放音乐,music.play,给我放音乐
1425,打电话,phone_call.make_a_phone_call,打电话
1425,一条路不是跟你说了,OTHERS,一条路不是跟你说了
1426,打电话,phone_call.make_a_phone_call,打电话
1426,导航到丽江路3966号,navigation.navigation,导航到<destination>丽江路3966号</destination>
1426,导航到丽江路3966号,navigation.navigation,导航到<destination>丽江路3966号</destination>
1427,来一首刘三姐,music.play,来一首<song>刘三姐</song>
1427,放葫芦小金刚,music.play,放<song>葫芦小金刚</song>
1427,来一首葫芦娃,music.play,来一首<song>葫芦娃</song>
1428,临淄区汪甸工业园,navigation.navigation,<destination>临淄区汪甸工业园</destination>
1428,临淄区王家村工业园,navigation.navigation,<destination>临淄区王家村工业园</destination>
1428,取消,navigation.cancel_navigation,取消
1429,广州南站,navigation.navigation,<destination>广州南站</destination>
1429,广州南站,navigation.navigation,<destination>广州南站</destination>
1429,打电话呦,phone_call.make_a_phone_call,打电话呦
1430,我要听森山,music.play,我要听<song>森山||生生</song>
1430,我要听声声,music.play,我要听<song>声声||生生</song>
1430,播放林俊杰歌曲声声搜索深圳,music.play,播放<singer>林俊杰</singer>歌曲<song>声声||生生</song>搜索深圳
1430,播放林俊杰歌曲深深,music.play,播放<singer>林俊杰</singer>歌曲<song>深深||生生</song>
1430,播放凡人歌,music.play,播放<song>凡人歌</song>
1431,我要听,music.play,我要听
1431,我要听歌听前面三,music.play,我要听歌听<song>前面三||前任三</song>
1431,我要听前任三,music.play,我要听<song>前任三</song>
1432,我想听新年好,music.play,我想听<song>新年好</song>
1432,七①,OTHERS,七①
1432,我要听我,music.play,我要听<song>我</song>
1432,我要听新年好,music.play,我要听<song>新年好</song>
1433,把导航到柏子桥,navigation.navigation,把导航到<destination>柏子桥</destination>
1433,隐藏,OTHERS,隐藏
1433,取消,navigation.cancel_navigation,取消
1433,导航到安庆街,navigation.navigation,导航到<destination>安庆街</destination>
1434,请拨一下18900000552,phone_call.make_a_phone_call,请拨一下<phone_num>18900000552</phone_num>
1434,水云间,navigation.navigation,<destination>水云间</destination>
1434,导航,navigation.open,导航
1434,水云间,navigation.navigation,<destination>水云间</destination>
1434,山水云间,navigation.navigation,<destination>山水云间</destination>
1434,我要去水云间饭店,navigation.navigation,我要去<destination>水云间饭店</destination>
1435,白痴么,OTHERS,白痴么
1435,导航到附近的德邦物流,navigation.navigation,导航到附近的<destination>德邦物流</destination>
1435,导航到附近德邦物流,navigation.navigation,导航到附近<destination>德邦物流</destination>
1435,取消,navigation.cancel_navigation,取消
1436,结束导航,navigation.cancel_navigation,结束导航
1436,13953550353,OTHERS,13953550353
1436,给13900000353打电话,phone_call.make_a_phone_call,给<phone_num>13900000353</phone_num>打电话
1437,打电话给683,phone_call.make_a_phone_call,打电话给<phone_num>683</phone_num>
1437,佳仑,navigation.navigation,<destination>佳仑</destination>
1437,常阅,OTHERS,常阅
1437,再说了宝天华徐海军,OTHERS,再说了宝天华徐海军
1437,给个面子那个啥,OTHERS,给个面子那个啥
1437,闹挺的安静,OTHERS,闹挺的安静
1437,请播放赵雷的成都,music.play,请播放<singer>赵雷</singer>的<song>成都</song>
1438,取消,OTHERS,取消
1438,来一首歌曲,music.play,来一首歌曲
1438,来一首musing,OTHERS,来一首musing
1438,打开导航,navigation.open,打开导航
1439,我要回家,navigation.navigation,我要回<custom_destination>家</custom_destination>
1439,打电话给15000002005,phone_call.make_a_phone_call,打电话给<phone_num>15000002005</phone_num>
1439,打电话给13500008982,phone_call.make_a_phone_call,打电话给<phone_num>13500008982</phone_num>
1440,高铁北站,navigation.navigation,<destination>高铁北站</destination>
1440,拨打电话558,phone_call.make_a_phone_call,拨打电话<phone_num>558</phone_num>
1440,打电话给558,phone_call.make_a_phone_call,打电话给<phone_num>558</phone_num>
1441,6.06打电话,phone_call.make_a_phone_call,6.06打电话
1441,6606,phone_call.make_a_phone_call,<phone_num>6606</phone_num>
1441,规律一,OTHERS,规律一
1441,我怎么储存电话号码,OTHERS,我怎么储存电话号码
1441,我怎么储存电话号码,OTHERS,我怎么储存电话号码
1441,打电话,phone_call.make_a_phone_call,打电话
1441,打电话给6606,phone_call.make_a_phone_call,打电话给<phone_num>6606</phone_num>
1441,北碚区胜利路,navigation.navigation,<destination>北碚区胜利路</destination>
1442,取消,OTHERS,取消
1442,给我规划一下漳州宠物医院,navigation.navigation,给我规划一下<destination>漳州宠物医院</destination>
1442,哎,OTHERS,哎
1442,规划一下厦门宠物医院厦门市宠物医院,navigation.navigation,规划一下<destination>厦门宠物医院</destination><destination>厦门市宠物医院</destination>
1442,给我规划一下海昌宠物医院,navigation.navigation,给我规划一下<destination>海昌宠物医院</destination>
1443,呼叫小妹,phone_call.make_a_phone_call,呼叫<contact_name>小妹</contact_name>
1443,去二铺汽配城,navigation.navigation,去<destination>二铺汽配城</destination>
1443,去狗肉,OTHERS,去狗肉
1443,去白云公园,navigation.navigation,去<destination>白云公园</destination>
1444,打电话给谁就一星期,phone_call.make_a_phone_call,打电话给谁就一星期
1444,去特别特鞋厂,navigation.navigation,去<destination>特别特鞋厂</destination>
1444,叮当取消导航,navigation.cancel_navigation,叮当取消导航
1445,六合区,navigation.navigation,<destination>六合区</destination>
1445,南京市六合区,navigation.navigation,<destination>南京市六合区</destination>
1445,二,OTHERS,二
1445,打电话给老婆,phone_call.make_a_phone_call,打电话给<contact_name>老婆</contact_name>
1446,张笑,OTHERS,张笑
1446,晓杰,OTHERS,晓杰
1446,青年节无线网,OTHERS,青年节无线网
1446,彼岸结,OTHERS,彼岸结
1446,特殊纯音乐吧,music.play,特殊<theme>纯音乐</theme>吧
1446,退出成约炮,OTHERS,退出成约炮
1446,搜一下等你等了那么久,music.play,搜一下<song>等你等了那么久</song>
1446,请播放音乐凤凰传奇,music.play,请播放音乐<singer>凤凰传奇</singer>
1446,退出叮当,OTHERS,退出叮当
1447,结束导航,navigation.cancel_navigation,结束导航
1447,没事,OTHERS,没事
1447,小马再见,OTHERS,小马再见
1447,打电话给,phone_call.make_a_phone_call,打电话给
1448,拨打电话665,phone_call.make_a_phone_call,拨打电话<phone_num>665</phone_num>
1448,导航竹丝岗二马路,navigation.navigation,导航<destination>竹丝岗二马路</destination>
1448,导航2号唐厨,navigation.navigation,导航<destination>2号唐厨</destination>
1449,成都西站,navigation.navigation,<destination>成都西站</destination>
1449,成都西站,navigation.navigation,<destination>成都西站</destination>
1449,打电话给6604,phone_call.make_a_phone_call,打电话给<phone_num>6604</phone_num>
1450,我要回家,navigation.navigation,我要回<custom_destination>家</custom_destination>
1450,请打电话给段云学,phone_call.make_a_phone_call,请打电话给<contact_name>段云学</contact_name>
1450,am,OTHERS,am
1450,打电话给陈建明,phone_call.make_a_phone_call,打电话给<contact_name>陈建明</contact_name>
1451,相信自己,music.play,<song>相信自己</song>
1451,带你去旅行,music.play,<song>带你去旅行</song>
1451,你到底有没有爱过我,music.play,<song>你到底有没有爱过我</song>
1452,放*，帮我*，自己是猎豹啦,OTHERS,放*，帮我*，自己是猎豹啦
1452,我老婆说前面能过得去的，这么快*哟，战友们冲过去,OTHERS,我老婆说前面能过得去的，这么快*哟，战友们冲过去
1452,洪臻,OTHERS,洪臻
1452,给13500008597打电话,phone_call.make_a_phone_call,给<phone_num>13500008597</phone_num>打电话
1452,给135900005097打电话,phone_call.make_a_phone_call,给<phone_num>135900005097</phone_num>打电话
1452,没有,OTHERS,没有
1453,打电话给广阳,phone_call.make_a_phone_call,打电话给<contact_name>广阳</contact_name>
1453,那英,music.play,<singer>那英</singer>
1453,easy,OTHERS,easy
1453,我现在要去吃汉堡请帮我导航到一个新纳西汉堡店,navigation.navigation,我现在要去吃汉堡请帮我导航到一个<destination>新纳西汉堡店</destination>
1454,打电话给5521,phone_call.make_a_phone_call,打电话给<phone_num>5521</phone_num>
1454,打电话给521,phone_call.make_a_phone_call,打电话给<phone_num>521</phone_num>
1454,*,OTHERS,*
1454,我想去临汾市人民政府,navigation.navigation,我想去<destination>临汾市人民政府</destination>
1454,我想去运城市人民政府,navigation.navigation,我想去<destination>运城市人民政府</destination>
1454,我想去盐城市人民政府,navigation.navigation,我想去<destination>盐城市人民政府</destination>
1455,阿城区,navigation.navigation,<destination>阿城区</destination>
1455,阿城区区医院,navigation.navigation,<destination>阿城区区医院</destination>
1455,打电话办下来,phone_call.make_a_phone_call,打电话办下来
1455,方面来说,OTHERS,方面来说
1455,夏大脚,OTHERS,夏大脚
1455,这女人的我也找不上她,OTHERS,这女人的我也找不上她
1456,放一首降央卓玛的鸿雁,music.play,放一首<singer>降央卓玛</singer>的<song>鸿雁</song>
1456,放一首,music.play,放一首
1456,放一首陈瑞唱的白狐,music.play,放一首<singer>陈瑞</singer>唱的<song>白狐</song>
1457,我想听没有什么不同,music.play,我想听<song>没有什么不同</song>
1457,我想听曲婉婷的没有什么不同,music.play,我想听<singer>曲婉婷</singer>的<song>没有什么不同</song>
1457,我想听告白气球,music.play,我想听<song>告白气球</song>
1458,给我来一首刘德华的浪子心声爱错了是世界第一等,music.play,给我来一首<singer>刘德华</singer>的<song>浪子心声</song>爱错了是<song>世界第一等</song>
1458,给我来一首刘德华的世界第一等,music.play,给我来一首<singer>刘德华</singer>的<song>世界第一等</song>
1458,给我来一首世界第一等,music.play,给我来一首<song>世界第一等</song>
1459,取消,navigation.cancel_navigation,取消
1459,嗯,OTHERS,嗯
1459,导航去崔家桥,navigation.navigation,导航去<destination>崔家桥</destination>
1459,导航去崔家桥,navigation.navigation,导航去<destination>崔家桥</destination>
1460,那么有题意,OTHERS,那么有题意
1460,李想,OTHERS,李想
1460,呼叫小芳,phone_call.make_a_phone_call,呼叫<contact_name>小芳</contact_name>
1460,导航去秀山花灯广场,navigation.navigation,导航去<destination>秀山花灯广场</destination>
1460,龙驰路,navigation.navigation,<destination>龙驰路</destination>
1461,音乐,music.play,音乐
1461,音乐,music.play,音乐
1461,关掉音乐,music.pause,关掉音乐
1462,和熙客栈,navigation.navigation,<destination>和熙客栈</destination>
1462,你睡了没有,OTHERS,你睡了没有
1462,你几点睡觉,OTHERS,你几点睡觉
1462,你好小云给我找个电话号码,OTHERS,你好小云给我找个电话号码
1462,给我找个电话号码,OTHERS,给我找个电话号码
1462,连接手机打电话,phone_call.make_a_phone_call,连接手机打电话
1462,连接手机打电话,phone_call.make_a_phone_call,连接手机打电话
1463,取消,OTHERS,取消
1463,锦阳小区,navigation.navigation,<destination>锦阳小区</destination>
1463,锦阳小区,navigation.navigation,<destination>锦阳小区</destination>
1463,没有啦,OTHERS,没有啦
1464,打电话给明天就放款,phone_call.make_a_phone_call,打电话给<contact_name>明天就放款</contact_name>
1464,万星人,OTHERS,万星人
1464,能能,OTHERS,能能
1464,蓝田县前卫村,navigation.navigation,<destination>蓝田县前卫村</destination>
1464,为上一层,OTHERS,为上一层
1464,jay jay,music.play,<song>jay jay</song>
1465,帮我播放一壶老酒,music.play,帮我播放<song>一壶老酒</song>
1465,帮我播放一曲老友,music.play,帮我播放一曲<song>老友</song>
1465,帮我播放一首好久,music.play,帮我播放一首<song>好久</song>
1466,设设,OTHERS,设设
1466,你做好了就可以买下去,OTHERS,你做好了就可以买下去
1466,唱一个,music.play,唱一个
1466,神曲,music.play,<theme>神曲</theme>
1466,给高的放贝瓦儿歌,music.play,给高的放<singer>贝瓦儿歌</singer>
1467,到花木兰街,navigation.navigation,到<destination>花木兰街</destination>
1467,呼叫520,phone_call.make_a_phone_call,呼叫<phone_num>520</phone_num>
1467,呼叫526,phone_call.make_a_phone_call,呼叫<phone_num>526</phone_num>
1468,我要到达令港,navigation.navigation,我要到<destination>达令港</destination>
1468,我要到达令港,navigation.navigation,我要到<destination>达令港</destination>
1468,打电话给沈华,phone_call.make_a_phone_call,打电话给<contact_name>沈华</contact_name>
1468,给蔡叮序,phone_call.make_a_phone_call,给<contact_name>蔡叮序</contact_name>
1469,搜寻那个北京儿童医院,navigation.navigation,搜寻那个<destination>北京儿童医院</destination>
1469,打开音乐,music.play,打开音乐
1469,查查你大爷,OTHERS,查查你大爷
1469,屌你妈,OTHERS,屌你妈
1469,打电话给你妈,phone_call.make_a_phone_call,打电话给<contact_name>你妈</contact_name>
1470,播放刘明湘的漂洋过海来看你,music.play,播放<singer>刘明湘</singer>的<song>漂洋过海来看你</song>
1470,放刘明湘的漂洋过海来看你,music.play,放<singer>刘明湘</singer>的<song>漂洋过海来看你</song>
1470,不放漂洋过海来看你刘明湘的,music.play,不放<song>漂洋过海来看你</song><singer>刘明湘</singer>的
1471,打电话给通则,phone_call.make_a_phone_call,打电话给<contact_name>通则</contact_name>
1471,打电话给王洪哲,phone_call.make_a_phone_call,打电话给<contact_name>王洪哲</contact_name>
1471,哦好的,OTHERS,哦好的
1471,大兵,phone_call.make_a_phone_call,<contact_name>大兵</contact_name>
1471,四井,phone_call.make_a_phone_call,<contact_name>四井</contact_name>
1472,听下一首歌,music.next,听下一首歌
1472,听下一首歌曲,music.next,听下一首歌曲
1472,歌曲,music.play,歌曲
1473,我希望你,OTHERS,我希望你
1473,可以的,OTHERS,可以的
1473,张磊,music.play,<singer>张磊</singer>
1473,李好,OTHERS,李好
1473,晚上吃什么呀,OTHERS,晚上吃什么呀
1473,开启导航,navigation.navigation,开启导航
1473,到滨河嘉园c区,navigation.navigation,到<destination>滨河嘉园c区</destination>
1474,拨打662,phone_call.make_a_phone_call,拨打<phone_num>662</phone_num>
1474,拨打662,phone_call.make_a_phone_call,拨打<phone_num>662</phone_num>
1474,导航到世茂城4期,navigation.navigation,导航到<destination>世茂城4期</destination>
1475,请导齐力堂不走,navigation.navigation,请导<destination>齐力堂</destination>不走
1475,齐麟,OTHERS,齐麟
1475,请导随州市齐力堂不走,navigation.navigation,请导<destination>随州市齐力堂</destination>不走
1475,请导苏州市齐力堂不走,navigation.navigation,请导<destination>苏州市齐力堂</destination>不走
1475,现在就打个电话,phone_call.make_a_phone_call,现在就打个电话
1476,拨打电话,phone_call.make_a_phone_call,拨打电话
1476,没有啦,OTHERS,没有啦
1476,播放汪峰的歌,music.play,播放<singer>汪峰</singer>的歌
1476,黄早发,OTHERS,黄早发
1476,高波,OTHERS,高波
1476,剿匪叶三,OTHERS,剿匪叶三
1476,叮当你好,OTHERS,叮当你好
1476,我要去海鸥宾馆,navigation.navigation,我要去<destination>海鸥宾馆</destination>
1477,好姑娘,music.play,<song>好姑娘</song>
1477,好姑娘,music.play,<song>好姑娘</song>
1477,好姑娘,music.play,<song>好姑娘</song>
1478,播放音乐,music.play,播放音乐
1478,暂停,music.pause,暂停
1478,播放music,music.play,播放music
1479,放张学友的歌,music.play,放<singer>张学友</singer>的歌
1479,高见的歌,music.play,<singer>高见</singer>的歌
1479,点一下高进的歌曲,music.play,点一下<singer>高进</singer>的歌曲
1480,请播放我们都一样,music.play,请播放<song>我们都一样</song>
1480,请播放荷塘月色,music.play,请播放<song>荷塘月色</song>
1480,请播放忐忑,music.play,请播放<song>忐忑</song>
1481,晕,OTHERS,晕
1481,榆林墩,navigation.navigation,<destination>榆林墩</destination>
1481,叮当榆林镇,navigation.navigation,叮当<destination>榆林镇</destination>
1481,女人,OTHERS,女人
1481,打电话给661,phone_call.make_a_phone_call,打电话给<phone_num>661</phone_num>
1482,给我播放一首,music.play,给我播放一首
1482,你好叮当,OTHERS,你好叮当
1482,我要播放一首,music.play,我要播放一首
1482,爱情的骗子我问你,music.play,<song>爱情的骗子我问你</song>
1483,给我吧周三里面的歌曲播放,music.play,给我吧<singer>周三</singer>里面的歌曲播放
1483,把收藏里面的歌曲给我播放,music.play,把收藏里面的歌曲给我播放
1483,给我来一首开心马骝,music.play,给我来一首<song>开心马骝</song>
1483,在上面能不能看电视剧,OTHERS,在上面能不能看电视剧
1483,好的,OTHERS,好的
1483,好啦没事啦,OTHERS,好啦没事啦
1484,我要听歌,music.play,我要听歌
1484,好的,OTHERS,好的
1484,肖芳,OTHERS,肖芳
1485,请给我打开电话本,OTHERS,请给我打开电话本
1485,打电话给加忠电画,phone_call.make_a_phone_call,打电话给<contact_name>加忠</contact_name>电画
1485,导航结束,navigation.cancel_navigation,导航结束
1486,搜一首打电话,music.play,搜一首<song>打电话</song>
1486,帮我的道路,OTHERS,帮我的道路
1486,四川省南江县,navigation.navigation,<destination>四川省南江县</destination>
1486,打开导航,navigation.open,打开导航
1486,四川省南江县,navigation.navigation,<destination>四川省南江县</destination>
1487,我要打电话,phone_call.make_a_phone_call,我要打电话
1487,徐件平,phone_call.make_a_phone_call,<contact_name>徐件平</contact_name>
1487,导航到火车站,navigation.navigation,导航到<destination>火车站</destination>
1488,播放本地音乐,music.play,播放本地音乐
1488,播放音乐乡愁,music.play,播放音乐<song>乡愁</song>
1488,播放本地音乐消愁,music.play,播放本地音乐<song>消愁</song>
1489,闻鸣,OTHERS,闻鸣
1489,给我导一下那个,OTHERS,给我导一下那个
1489,不知道我找到了那个名字没有啊,OTHERS,不知道我找到了那个名字没有啊
1489,余声,OTHERS,余声
1489,打电话给他吧点大一点声音,phone_call.make_a_phone_call,打电话给<contact_name>他吧</contact_name>点大一点声音
1489,美安乳羊黄牛店,navigation.navigation,<destination>美安乳羊黄牛店</destination>
1489,阿梅,OTHERS,阿梅
1489,打电话了,phone_call.make_a_phone_call,打电话了
1490,导航到深圳,navigation.navigation,导航到<destination>深圳</destination>
1490,喂你好你给我妹打电话,phone_call.make_a_phone_call,喂你好你给<contact_name>我妹</contact_name>打电话
1490,导航结束,navigation.cancel_navigation,导航结束
1490,如今只转了不能忘的时候了600米后左转驶入纬4路,OTHERS,如今只转了不能忘的时候了600米后左转驶入纬4路
1491,导航,navigation.open,导航
1491,日照东辰大酒店,navigation.navigation,<destination>日照东辰大酒店</destination>
1491,呵呵呵,OTHERS,呵呵呵
1491,呵呵呵,OTHERS,呵呵呵
1491,取消,navigation.cancel_navigation,取消
1492,我要去文山,navigation.navigation,我要去<destination>文山</destination>
1492,我要去文山城南客运站,navigation.navigation,我要去<destination>文山城南客运站</destination>
1493,唱一首体面,music.play,唱一首<song>体面</song>
1493,唱一首过客唱一首过客,music.play,唱一首<song>过客</song>唱一首<song>过客</song>
1493,放一首过客,music.play,放一首<song>过客</song>
1494,导航,navigation.open,导航
1494,郑州市锦艺城,navigation.navigation,<destination>郑州市锦艺城</destination>
1494,取消,navigation.cancel_navigation,取消
1495,打电话给钱老,phone_call.make_a_phone_call,打电话给<contact_name>钱老</contact_name>
1495,打开飘飘,OTHERS,打开飘飘
1495,打开蓝牙,OTHERS,打开蓝牙
1495,导航去香港,navigation.navigation,导航去<destination>香港</destination>
1495,拨打10086,phone_call.make_a_phone_call,拨打<phone_num>10086</phone_num>
1496,凯林路,navigation.navigation,<destination>凯林路</destination>
1496,海宁路,navigation.navigation,<destination>海宁路</destination>
1496,可以,OTHERS,可以
1496,修改家,OTHERS,修改家
1497,仁化县,navigation.navigation,<destination>仁化县</destination>
1497,给我呼叫钟梅,phone_call.make_a_phone_call,给我呼叫<contact_name>钟梅</contact_name>
1497,美达酒店给我导华美达酒店,navigation.navigation,<destination>美达酒店</destination>给我导<destination>华美达酒店</destination>
1498,导航结束,navigation.cancel_navigation,导航结束
1498,可以,OTHERS,可以
1498,请帮我导航关闭,navigation.cancel_navigation,请帮我导航关闭
1498,请帮我导航关闭,navigation.cancel_navigation,请帮我导航关闭
1498,打电话给13900000516,phone_call.make_a_phone_call,打电话给<phone_num>13900000516</phone_num>
1499,仲恺,OTHERS,仲恺
1499,从海思厂,navigation.navigation,从<origin>海思厂</origin>
1499,从凯仕厂,navigation.navigation,从<origin>凯仕厂</origin>
1499,惠州陈江仲恺,OTHERS,惠州陈江仲恺
1499,取消,navigation.cancel_navigation,取消
1500,播放说散就散,music.play,播放<song>说散就散</song>
1500,尛依依,OTHERS,尛依依
1500,大米,OTHERS,大米
1500,关闭音乐,music.pause,关闭音乐
1500,好好,OTHERS,好好
1500,一,OTHERS,一
1500,高胜美,music.play,<singer>高胜美</singer>
1501,豆豆,OTHERS,豆豆
1501,取消,OTHERS,取消
1501,我要去远洋新区金碧天下,navigation.navigation,我要去<destination>远洋新区金碧天下</destination>
1501,我要去平原新区金碧天下,navigation.navigation,我要去<destination>平原新区金碧天下</destination>
1502,唱一首民歌吗,music.play,唱一首<style>民歌</style>吗
1502,首崔恕的父子,music.play,首<singer>崔恕</singer>的<song>父子</song>
1502,唱一首崔恕的父子,music.play,唱一首<singer>崔恕</singer>的<song>父子</song>
1503,请播放都选c,music.play,请播放<song>都选c</song>
1503,请播放摇滚版都选c,music.play,请播放<style>摇滚</style>版<song>都选c</song>
1503,放塑料袋,music.play,放<song>塑料袋</song>
1504,1234,OTHERS,1234
1504,尽管我想去洛溪我想想我要抢1234歌想摸摸,OTHERS,尽管我想去洛溪我想想我要抢1234歌想摸摸
1504,我要听把车,OTHERS,我要听把车
1504,我要听1234歌,music.play,我要听<song>1234歌||一二三四歌</song>
1505,我要去道滘人民法院,navigation.navigation,我要去<destination>道滘人民法院</destination>
1505,太牛了,OTHERS,太牛了
1505,刘靓,OTHERS,刘靓
1505,打电话给10086,phone_call.make_a_phone_call,打电话给<phone_num>10086</phone_num>
1505,打电话给18000002346,phone_call.make_a_phone_call,打电话给<phone_num>18000002346</phone_num>
1505,还是不行那他妈没品,OTHERS,还是不行那他妈没品
1505,娜,OTHERS,娜
